imports_chn,imports_ca,imports_mx,imports_uk,imports_jp,imports_eu,imports_row,imports_fta,etr_chn,etr_ca,etr_mx,etr_uk,etr_jp,etr_eu,etr_row,etr_fta
417986720127,392465115618,491614935695,62318446789,144863352475,562425464663,763562057092,288537320178,24.021794010077258,8.124336541490797,12.780105742261044,11.368229360772691,18.795838062404297,12.595540810918253,14.614473374476837,13.013912301675537
