imports_chn,imports_ca,imports_mx,imports_uk,imports_jp,imports_eu,imports_row,imports_fta,etr_chn,etr_ca,etr_mx,etr_uk,etr_jp,etr_eu,etr_row,etr_fta
220814613437.97833,406185566549.1964,481733746981.1302,58131776095.32611,105849614290.97586,453104674972.62616,587692022775.8975,257655365133.79553,22.841068186587833,5.3394168281819185,11.18255132038152,10.598071373381275,17.993904800397182,10.918252682086932,13.136600146490675,11.281369359294391
