gtap_code,bea_code,bea_description
OME,333517,Machine tool manufacturing
OME,333514,"Special tool, die, jig, and fixture manufacturing"
OME,33351B,"Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing"
OME,333611,Turbine and turbine generator set units manufacturing
OME,333612,"Speed changer, industrial high-speed drive, and gear manufacturing"
OME,333613,Mechanical power transmission equipment manufacturing
OME,333618,Other engine equipment manufacturing
OME,333914,"Measuring, dispensing, and other pumping equipment manufacturing"
OME,333912,Air and gas compressor manufacturing
OME,333920,Material handling equipment manufacturing
OME,333991,Power-driven handtool manufacturing
OME,33399A,Other general purpose machinery manufacturing
OME,333993,Packaging machinery manufacturing
OME,333994,Industrial process furnace and oven manufacturing
OME,33399B,Fluid power process machinery
ELE,334111,Electronic computer manufacturing
ELE,334112,Computer storage device manufacturing
ELE,334118,Computer terminals and other computer peripheral equipment manufacturing
ELE,334210,Telephone apparatus manufacturing
ELE,334220,Broadcast and wireless communications equipment
ELE,334290,Other communications equipment manufacturing
ELE,334413,Semiconductor and related device manufacturing
ELE,334418,Printed circuit assembly (electronic assembly) manufacturing
ELE,33441A,Other electronic component manufacturing
ELE,334510,Electromedical and electrotherapeutic apparatus manufacturing
ELE,334511,"Search, detection, and navigation instruments manufacturing"
ELE,334512,Automatic environmental control manufacturing
ELE,334513,Industrial process variable instruments manufacturing
ELE,334514,Totalizing fluid meter and counting device manufacturing
ELE,334515,Electricity and signal testing instruments manufacturing
ELE,334516,Analytical laboratory instrument manufacturing
ELE,334517,Irradiation apparatus manufacturing
ELE,33451A,"Watch, clock, and other measuring and controlling device manufacturing"
ELE,334300,Audio and video equipment manufacturing
ELE,334610,Manufacturing and reproducing magnetic and optical media
EEQ,335110,Electric lamp bulb and part manufacturing
EEQ,335120,Lighting fixture manufacturing
EEQ,335210,Small electrical appliance manufacturing
EEQ,335220,Major household appliance manufacturing
EEQ,335311,"Power, distribution, and specialty transformer manufacturing"
EEQ,335312,Motor and generator manufacturing
EEQ,335313,Switchgear and switchboard apparatus manufacturing
EEQ,335314,Relay and industrial control manufacturing
EEQ,335911,Storage battery manufacturing
EEQ,335912,Primary battery manufacturing
EEQ,335920,Communication and energy wire and cable manufacturing
EEQ,335930,Wiring device manufacturing
EEQ,335991,Carbon and graphite product manufacturing
EEQ,335999,All other miscellaneous electrical equipment and component manufacturing
MVH,336111,Automobile manufacturing
MVH,336112,Light truck and utility vehicle manufacturing
MVH,336120,Heavy duty truck manufacturing
MVH,336211,Motor vehicle body manufacturing
MVH,336212,Truck trailer manufacturing
MVH,336213,Motor home manufacturing
MVH,336214,Travel trailer and camper manufacturing
MVH,336310,Motor vehicle gasoline engine and engine parts manufacturing
MVH,336320,Motor vehicle electrical and electronic equipment manufacturing
MVH,3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing"
MVH,336350,Motor vehicle transmission and power train parts manufacturing
MVH,336360,Motor vehicle seating and interior trim manufacturing
MVH,336370,Motor vehicle metal stamping
MVH,336390,Other motor vehicle parts manufacturing
OTN,336411,Aircraft manufacturing
OTN,336412,Aircraft engine and engine parts manufacturing
OTN,336413,Other aircraft parts and auxiliary equipment manufacturing
OTN,336414,Guided missile and space vehicle manufacturing
OTN,33641A,Propulsion units and parts for space vehicles and guided missiles
OTN,336500,Railroad rolling stock manufacturing
OTN,336611,Ship building and repairing
OTN,336612,Boat building
OTN,336991,"Motorcycle, bicycle, and parts manufacturing"
OTN,336992,"Military armored vehicle, tank, and tank component manufacturing"
OTN,336999,All other transportation equipment manufacturing
OMF,339112,Surgical and medical instrument manufacturing
OMF,339113,Surgical appliance and supplies manufacturing
OMF,339114,Dental equipment and supplies manufacturing
OMF,339115,Ophthalmic goods manufacturing
OMF,339116,Dental laboratories
OMF,339910,Jewelry and silverware manufacturing
OMF,339920,Sporting and athletic goods manufacturing
OMF,339930,"Doll, toy, and game manufacturing"
OMF,339940,Office supplies (except paper) manufacturing
OMF,339950,Sign manufacturing
OMF,339990,All other miscellaneous manufacturing
ELY,221100,"Electric power generation, transmission, and distribution"
ELY,221200,Natural gas distribution
ELY,221300,"Water, sewage and other systems"
GDT,221100,"Electric power generation, transmission, and distribution"
GDT,221200,Natural gas distribution
GDT,221300,"Water, sewage and other systems"
WTR,221100,"Electric power generation, transmission, and distribution"
WTR,221200,Natural gas distribution
WTR,221300,"Water, sewage and other systems"
CNS,233210,Health care structures
CNS,233262,Educational and vocational structures
CNS,2332A0,Office and commercial structures
CNS,233240,Power and communication structures
CNS,2332C0,Transportation structures and highways and streets
CNS,233230,Manufacturing structures
CNS,2332D0,Other nonresidential structures
CNS,233411,Single-family residential structures
CNS,233412,Multifamily residential structures
CNS,2334A0,Other residential structures
CNS,230301,Nonresidential maintenance and repair
CNS,230302,Residential maintenance and repair
TRD,423100,Motor vehicle and motor vehicle parts and supplies
TRD,423400,Professional and commercial equipment and supplies
TRD,423600,Household appliances and electrical and electronic goods
TRD,423800,"Machinery, equipment, and supplies"
TRD,423A00,Other durable goods merchant wholesalers
TRD,424200,Drugs and druggists' sundries
TRD,424400,Grocery and related product wholesalers
TRD,424700,Petroleum and petroleum products
TRD,424A00,Other nondurable goods merchant wholesalers
TRD,425000,Wholesale electronic markets and agents and brokers
TRD,4200ID,Customs duties
AFS,722110,Full-service restaurants
AFS,722211,Limited-service restaurants
AFS,722A00,All other food and drinking places
OTP,484000,Truck transportation
WTP,483000,Water transportation
ATP,481000,Air transportation
WHS,493000,Warehousing and storage
CMN,515100,Radio and television broadcasting
CMN,515200,Cable and other subscription programming
CMN,517110,Wired telecommunications carriers
CMN,517210,Wireless telecommunications carriers (except satellite)
CMN,517A00,"Satellite, telecommunications resellers, and all other telecommunications"
OFI,52A000,Monetary authorities and depository credit intermediation
OFI,522A00,Nondepository credit intermediation and related activities
INS,524113,Direct life insurance carriers
INS,5241XX,"Insurance carriers, except direct life"
INS,524200,"Insurance agencies, brokerages, and related activities"
RSA,531ORE,Other real estate
OBS,541200,"Accounting, tax preparation, bookkeeping, and payroll services"
OBS,541300,"Architectural, engineering, and related services"
OBS,541610,Management consulting services
OBS,5416A0,Environmental and other technical consulting services
OBS,541700,Scientific research and development services
OBS,541800,"Advertising, public relations, and related services"
OBS,541400,Specialized design services
OBS,5419A0,"All other miscellaneous professional, scientific, and technical services"
OBS,541920,Photographic services
OBS,541940,Veterinary services
ROS,711100,Performing arts companies
ROS,711200,Spectator sports
ROS,711A00,Promoters of performing arts and sports and agents for public figures
ROS,711500,"Independent artists, writers, and performers"
ROS,712000,"Museums, historical sites, zoos, and parks"
OSG,GSLGE,State and local government (educational services)
OSG,GSLGH,State and local government (hospitals and health services)
OSG,GSLGO,State and local government (other services)
EDU,611100,Elementary and secondary schools
EDU,611A00,"Junior colleges, colleges, universities, and professional schools"
EDU,611B00,Other educational services
HHT,621100,Offices of physicians
HHT,621200,Offices of dentists
HHT,621300,Offices of other health practitioners
HHT,621400,Outpatient care centers
HHT,621500,Medical and diagnostic laboratories
HHT,621600,Home health care services
HHT,621900,Other ambulatory health care services
DWE,531HSO,Owner-occupied housing
DWE,531HST,Tenant-occupied housing
