"commodity","usa","china","row","canada","mexico","ftrow","japan","eu","uk"
"pdr",1.59283331413462e-06,0.852308213710785,0.30104187130928,0.00166762131266296,0.000276384322205558,0.194542527198792,0.000120774100651033,0.236529603600502,0.0194567926228046
"wht",9.32377020035347e-07,0.139465481042862,5.89986896514893,757.446105957031,2.54067254066467,0.0679234340786934,0.00237634335644543,2.27177858352661,0.249245852231979
"gro",1.06104664610029e-06,0.61815744638443,226.91259765625,622.996704101562,19.5088386535645,121.592208862305,0.0483171530067921,46.0034523010254,0.0685716643929482
"v_f",1.07706887320091e-06,255.537567138672,3299.38427734375,2439.63720703125,13990.763671875,6839.6416015625,9.05771160125732,405.712493896484,8.17109680175781
"osd",1.17022466383787e-06,9.1450891494751,315.995269775391,614.801879882812,24.2332878112793,63.4240493774414,0.384402990341187,33.708080291748,1.6205735206604
"c_b",1.38982704811497e-06,0.0225977636873722,1.0336138010025,0.00111537869088352,0.404756307601929,0.0716429427266121,0.000474933855002746,0.176724895834923,0.112514853477478
"pfb",1.78872721789958e-06,0.0299878995865583,49.3513374328613,0.122973546385765,2.54752850532532,0.651983737945557,0.032936904579401,4.71280288696289,0.226111739873886
"ocr",1.21554035104054e-06,154.686401367188,5992.10205078125,778.413696289062,376.876220703125,4080.38647460938,42.0833320617676,306.600250244141,18.4783325195312
"ctl",1.04621403806959e-06,0.259973585605621,29.0060729980469,1062.78125,747.229797363281,9.2385778427124,0.368079274892807,264.238342285156,14.3051137924194
"oap",1.1052180752813e-06,160.05632019043,567.298767089844,764.238830566406,113.435531616211,83.4000854492188,0.144225165247917,124.661102294922,16.0912094116211
"rmk",9.63096908890293e-07,0.170340403914452,5.19480276107788,0.0706226080656052,0.0356151834130287,0.221179574728012,0.0102917430922389,1.21499836444855,0.0413798168301582
"wol",1.30585851820797e-06,0.0817378908395767,1.50937247276306,2.70834994316101,0.181124687194824,1.83057475090027,0.0233497396111488,1.83059239387512,0.686835408210754
"frs",1.23407585306268e-06,16.8189544677734,82.5444488525391,78.675407409668,67.8767776489258,38.3461837768555,1.25018286705017,45.8816871643066,2.16513609886169
"fsh",1.10604878500453e-06,5.84637403488159,784.242370605469,1458.21520996094,135.609786987305,223.489685058594,33.4408378601074,77.9897613525391,278.349731445312
"coa",9.94112610896991e-07,0.0424758568406105,45.7102928161621,76.3353729248047,0.0499566756188869,308.546783447266,1.46024567584391e-05,0.494987368583679,0.0145223392173648
"oil",1.02930880530039e-06,36.8486518859863,74502.203125,46275.3515625,6404.04345703125,6502.7880859375,0.0397358946502209,80.3723754882812,221.722320556641
"gas",1.01594082480005e-06,0.000314972188789397,1203.83422851562,17306.806640625,0.0317739211022854,18.6156768798828,4.3821432882396e-06,6.48921298980713,0.0622692108154297
"oxt",1.0626979474182e-06,276.621398925781,2364.68530273438,1351.93579101562,363.459442138672,1339.23449707031,49.675895690918,457.025665283203,40.816032409668
"cmt",1.03117520211526e-06,36.5190620422363,1493.9970703125,1530.37878417969,1137.99865722656,2242.64672851562,26.0468196868896,28.8492183685303,5.90819883346558
"omt",1.12747727598617e-06,5.65033626556396,406.965179443359,1849.31652832031,89.674430847168,126.429916381836,0.133312314748764,268.938201904297,17.7511920928955
"vol",1.2601543630808e-06,49.4787635803223,1663.29345703125,4192.7958984375,201.250534057617,157.805557250977,28.7814979553223,801.082824707031,10.2714567184448
"mil",1.45629724102037e-06,0.677576243877411,510.058349609375,211.042373657227,156.721206665039,86.2205047607422,1.22795867919922,747.999450683594,55.2624588012695
"pcr",1.65782341809972e-06,2.91849946975708,575.074401855469,17.1739521026611,3.78894543647766,2.78520464897156,3.2234947681427,24.6278953552246,3.46166229248047
"sgr",1.18835271223361e-06,3.06218910217285,437.132141113281,255.166870117188,759.181335449219,453.421295166016,0.128604859113693,11.0696420669556,0.0349402837455273
"ofd",1.16403532501863e-06,4693.85546875,14517.7841796875,14822.5302734375,7440.02783203125,5973.92578125,547.439758300781,5395.94921875,372.906951904297
"b_t",1.13254611733282e-06,76.1930618286133,3112.17553710938,1367.19445800781,5923.90283203125,1760.54516601562,131.197677612305,9797.705078125,2009.93859863281
"tex",2.22934295379673e-06,12314.6357421875,6589.81494140625,489.829376220703,1165.73742675781,1698.92919921875,599.467346191406,2697.23657226562,365.389129638672
"wap",2.18506670535135e-06,29605.55078125,30791.8046875,1343.50073242188,10885.423828125,12773.337890625,84.7328491210938,2886.87817382812,579.820129394531
"lea",2.56554085353855e-06,17422.55859375,9038.3037109375,430.488677978516,2350.04028320312,571.08154296875,14.8189134597778,4400.71484375,274.597747802734
"lum",1.3832597005603e-06,2271.60205078125,1740.08020019531,5619.23193359375,540.936157226562,680.519897460938,11.831184387207,1311.08935546875,14.3510942459106
"ppp",1.15363491204334e-06,2762.3466796875,1988.90710449219,12541.6708984375,1868.27783203125,843.462463378906,332.873016357422,2476.3896484375,898.571411132812
"p_c",1.01526575235766e-06,1924.48950195312,27262.82421875,8629.076171875,1337.68957519531,5833.98388671875,777.075500488281,7819.30029296875,1854.23962402344
"chm",1.29630984702089e-06,7551.7236328125,13450.3359375,26956.04296875,6466.71435546875,5850.7529296875,5119.236328125,21592.359375,3567.36010742188
"bph",9.82788151304703e-07,2083.02880859375,26301.2734375,4331.85107421875,464.316619873047,6638.595703125,2322.31103515625,51921.01953125,8260.5263671875
"rpp",1.5582003243253e-06,10836,8052.2236328125,13799.8359375,8691.767578125,3664.04638671875,1962.75439453125,5033.6552734375,860.357788085938
"nmm",1.44514353905834e-06,5256.953125,2411.3466796875,3753.4912109375,4456.708984375,635.247863769531,866.220092773438,4054.71264648438,331.115631103516
